學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,年份
3,國立臺灣大學,08193098,生物產業傳播暨發展學系,N 職,M 碩士,38,109
3,國立臺灣大學,08194094,植物病理與微生物學系,D 日,M 碩士,51,109
3,國立臺灣大學,08194095,植物醫學碩士學位學程,D 日,M 碩士,32,109
3,國立臺灣大學,08211102,森林環境暨資源學系,D 日,M 碩士,115,109
3,國立臺灣大學,08311103,漁業科學研究所,D 日,M 碩士,37,109
3,國立臺灣大學,08411104,獸醫學系,D 日,M 碩士,32,109
3,國立臺灣大學,08411105,臨床動物醫學研究所,D 日,M 碩士,34,109
3,國立臺灣大學,08411106,分子暨比較病理生物學研究所,D 日,M 碩士,19,109
3,國立臺灣大學,09111138,臨床牙醫學研究所,D 日,M 碩士,64,109
3,國立臺灣大學,09111138,臨床牙醫學研究所,N 職,M 碩士,12,109
3,國立臺灣大學,09111139,口腔生物科學研究所,D 日,M 碩士,36,109
3,國立臺灣大學,09121048,微生物學研究所,D 日,M 碩士,80,109
3,國立臺灣大學,09121108,臨床醫學研究所,N 職,M 碩士,80,109
3,國立臺灣大學,09121109,分子醫學研究所,D 日,M 碩士,26,109
3,國立臺灣大學,09121109,分子醫學研究所,N 職,M 碩士,28,109
3,國立臺灣大學,09121110,免疫學研究所,D 日,M 碩士,31,109
3,國立臺灣大學,09121111,生理學研究所,D 日,M 碩士,42,109
3,國立臺灣大學,09121112,病理學研究所,D 日,M 碩士,11,109
3,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,D 日,M 碩士,19,109
3,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,D 日,M 碩士,12,109
3,國立臺灣大學,09121121,醫學教育暨生醫倫理研究所,D 日,M 碩士,12,109
3,國立臺灣大學,09121130,藥理學研究所,D 日,M 碩士,42,109
3,國立臺灣大學,09121140,法醫學研究所,D 日,M 碩士,20,109
3,國立臺灣大學,09121142,腦與心智科學研究所,D 日,M 碩士,37,109
3,國立臺灣大學,09131134,護理學系,D 日,M 碩士,95,109
